nodes,connection
"(907, 1221)",1
"(546, 722)",1
"(610, 1435)",1
"(879, 1345)",1
"(413, 1203)",1
"(1131, 1428)",1
"(1100, 1117)",1
"(559, 1226)",1
"(449, 766)",1
"(1326, 1410)",1
"(323, 1585)",1
"(920, 1530)",1
"(1553, 1562)",1
"(436, 485)",1
"(1219, 1449)",1
"(1275, 1527)",1
"(618, 1372)",1
"(1068, 1249)",1
"(651, 1140)",1
"(610, 1072)",1
"(557, 757)",1
"(341, 1033)",1
"(1238, 1438)",1
"(907, 1390)",1
"(795, 1249)",1
"(642, 701)",1
"(802, 839)",1
"(869, 1398)",1
"(597, 1416)",1
"(324, 993)",1
"(813, 1529)",1
"(528, 884)",1
"(1278, 1509)",1
"(1082, 1272)",1
"(994, 1062)",1
"(841, 1126)",1
"(578, 762)",1
"(369, 1013)",1
"(330, 940)",1
"(936, 1016)",1
"(489, 1315)",1
"(1124, 1549)",1
"(690, 1224)",1
"(641, 1139)",1
"(363, 1290)",1
"(535, 1068)",1
"(939, 1019)",1
"(339, 1210)",1
"(414, 1308)",1
"(301, 544)",1
"(911, 913)",1
"(1241, 1521)",1
"(580, 1495)",1
"(561, 1349)",1
"(581, 961)",1
"(1058, 1212)",1
"(1257, 1321)",1
"(754, 1492)",1
"(1155, 1352)",1
"(379, 677)",1
"(722, 1051)",1
"(659, 1282)",1
"(390, 1476)",1
"(381, 1368)",1
"(863, 1305)",1
"(393, 651)",1
"(417, 1078)",1
"(335, 693)",1
"(705, 1095)",1
"(1204, 1236)",1
"(362, 1054)",1
"(982, 1033)",1
"(1026, 1103)",1
"(1032, 1328)",1
"(607, 1213)",1
"(446, 978)",1
"(471, 601)",1
"(837, 1383)",1
"(506, 792)",1
"(799, 1079)",1
"(887, 1380)",1
"(997, 1484)",1
"(1314, 1323)",1
"(432, 1070)",1
"(369, 919)",1
"(904, 1042)",1
"(492, 1572)",1
"(605, 667)",1
"(1273, 1413)",1
"(374, 580)",1
"(1019, 1227)",1
"(583, 1117)",1
"(559, 1131)",1
"(839, 1114)",1
"(693, 1535)",1
"(468, 941)",1
"(503, 1103)",1
"(312, 1425)",1
"(1050, 1446)",1
"(518, 1349)",1
"(1282, 1443)",1
"(560, 1190)",1
"(705, 744)",1
"(697, 1281)",1
"(1273, 1403)",1
"(342, 986)",1
"(1525, 1553)",1
"(344, 1023)",1
"(696, 849)",1
"(482, 626)",1
"(948, 1379)",1
"(1127, 1593)",1
"(461, 463)",1
"(393, 1516)",1
"(694, 707)",1
"(651, 1538)",1
"(992, 1363)",1
"(719, 1501)",1
"(1229, 1280)",1
"(589, 983)",1
"(326, 946)",1
"(1533, 1589)",1
"(1004, 1567)",1
"(1520, 1578)",1
"(784, 1589)",1
"(1086, 1581)",1
"(886, 1536)",1
"(473, 515)",1
"(900, 1097)",1
"(308, 1009)",1
"(1230, 1478)",1
"(382, 990)",1
"(571, 934)",1
"(486, 875)",1
"(1541, 1591)",1
"(932, 1331)",1
"(916, 1081)",1
"(580, 1507)",1
"(481, 1336)",1
"(337, 1537)",1
"(467, 859)",1
"(530, 936)",1
"(598, 1425)",1
"(539, 1274)",1
"(409, 1132)",1
"(1173, 1236)",1
"(366, 804)",1
"(734, 1194)",1
"(997, 1247)",1
"(440, 1120)",1
"(692, 1150)",1
"(360, 941)",1
"(846, 861)",1
"(537, 669)",1
"(380, 1096)",1
"(1073, 1274)",1
"(982, 1364)",1
"(662, 733)",1
"(858, 1477)",1
"(1556, 1582)",1
"(865, 1176)",1
"(471, 1565)",1
"(655, 1334)",1
"(761, 821)",1
"(884, 1581)",1
"(343, 1201)",1
"(908, 1105)",1
"(748, 874)",1
"(1378, 1457)",1
"(385, 468)",1
"(513, 1241)",1
"(424, 812)",1
"(357, 1347)",1
"(1289, 1361)",1
"(1113, 1593)",1
"(1062, 1170)",1
"(389, 651)",1
"(387, 1579)",1
"(948, 1296)",1
"(603, 1588)",1
"(541, 938)",1
"(925, 1150)",1
"(466, 1348)",1
"(301, 346)",1
"(326, 591)",1
"(468, 1198)",1
"(426, 1118)",1
"(706, 1179)",1
"(615, 1359)",1
"(409, 659)",1
"(1088, 1560)",1
"(1119, 1310)",1
"(1225, 1373)",1
"(799, 816)",1
"(720, 1544)",1
"(428, 1441)",1
"(415, 871)",1
"(1277, 1418)",1
"(1088, 1530)",1
"(1386, 1564)",1
"(1274, 1374)",1
"(1031, 1569)",1
"(1371, 1429)",1
"(705, 1114)",1
"(1156, 1588)",1
"(745, 900)",1
"(638, 1524)",1
"(449, 1479)",1
"(319, 1065)",1
"(382, 476)",1
"(655, 1594)",1
"(391, 1412)",1
"(1372, 1492)",1
"(405, 1369)",1
"(748, 1315)",1
"(332, 1211)",1
"(398, 529)",1
"(338, 661)",1
"(528, 1127)",1
"(1277, 1543)",1
"(505, 1064)",1
"(420, 720)",1
"(1230, 1544)",1
"(489, 1575)",1
"(393, 1232)",1
"(1159, 1575)",1
"(674, 890)",1
"(438, 1138)",1
"(1253, 1280)",1
"(922, 1289)",1
"(594, 1330)",1
"(473, 1233)",1
"(459, 1006)",1
"(1120, 1503)",1
"(1377, 1491)",1
"(577, 699)",1
"(871, 1123)",1
"(401, 990)",1
"(644, 1260)",1
"(881, 1496)",1
"(801, 1362)",1
"(1073, 1272)",1
"(680, 1452)",1
"(1226, 1360)",1
"(1373, 1531)",1
"(488, 1544)",1
"(431, 1242)",1
"(1350, 1415)",1
"(1157, 1276)",1
"(664, 1264)",1
"(879, 987)",1
"(507, 647)",1
"(1061, 1222)",1
"(1017, 1532)",1
"(437, 473)",1
"(971, 1200)",1
"(301, 706)",1
"(533, 1485)",1
"(1025, 1292)",1
"(1339, 1509)",1
"(727, 1410)",1
"(382, 398)",1
"(965, 1153)",1
"(656, 659)",1
"(994, 1093)",1
"(457, 1357)",1
"(928, 1312)",1
"(869, 999)",1
"(353, 1172)",1
"(1317, 1453)",1
"(629, 1291)",1
"(505, 1186)",1
"(336, 557)",1
"(853, 861)",1
"(316, 706)",1
"(589, 783)",1
"(844, 1278)",1
"(300, 926)",1
"(329, 416)",1
"(488, 1211)",1
"(1333, 1394)",1
"(979, 1424)",1
"(947, 1536)",1
"(600, 978)",1
"(637, 1535)",1
"(728, 1200)",1
"(302, 550)",1
"(509, 940)",1
"(595, 832)",1
"(770, 1132)",1
"(918, 1301)",1
"(421, 1514)",1
"(909, 1171)",1
"(598, 676)",1
"(1219, 1285)",1
"(362, 615)",1
"(920, 1200)",1
"(1305, 1315)",1
"(863, 1231)",1
"(871, 1576)",1
"(381, 768)",1
"(796, 1343)",1
"(504, 797)",1
"(870, 1180)",1
"(913, 1242)",1
"(435, 1017)",1
"(372, 901)",1
"(527, 738)",1
"(374, 998)",1
"(938, 1095)",1
"(587, 610)",1
"(367, 1446)",1
"(1310, 1386)",1
"(523, 756)",1
"(348, 845)",1
"(348, 809)",1
"(1132, 1146)",1
"(928, 1015)",1
"(703, 1488)",1
"(739, 1393)",1
"(1082, 1456)",1
"(872, 883)",1
"(333, 588)",1
"(1068, 1484)",1
"(806, 1118)",1
"(582, 647)",1
"(319, 1425)",1
"(357, 1359)",1
"(743, 827)",1
"(485, 1544)",1
"(386, 837)",1
"(353, 1339)",1
"(1378, 1436)",1
"(778, 1002)",1
"(780, 1370)",1
"(331, 866)",1
"(817, 929)",1
"(326, 1272)",1
"(917, 1229)",1
"(1142, 1516)",1
"(790, 1596)",1
"(719, 1571)",1
"(694, 1251)",1
"(539, 1083)",1
"(880, 1309)",1
"(550, 627)",1
"(1413, 1423)",1
"(683, 1424)",1
"(890, 1397)",1
"(617, 1223)",1
"(1381, 1526)",1
"(560, 939)",1
"(709, 1502)",1
"(701, 1383)",1
"(391, 523)",1
"(363, 1160)",1
"(1238, 1330)",1
"(1352, 1362)",1
"(1218, 1358)",1
"(715, 1444)",1
"(950, 1249)",1
"(354, 1111)",1
"(512, 1464)",1
"(798, 898)",1
"(317, 550)",1
"(441, 1460)",1
"(378, 409)",1
"(523, 1061)",1
"(729, 1202)",1
"(827, 1573)",1
"(328, 672)",1
"(578, 1538)",1
"(1264, 1553)",1
"(906, 1336)",1
"(313, 517)",1
"(416, 1598)",1
"(886, 1188)",1
"(811, 843)",1
"(1199, 1333)",1
"(589, 802)",1
"(509, 1043)",1
"(741, 1085)",1
"(1362, 1469)",1
"(483, 823)",1
"(779, 936)",1
"(757, 1578)",1
"(1207, 1326)",1
"(1302, 1383)",1
"(672, 827)",1
"(646, 1462)",1
"(344, 1543)",1
"(1004, 1205)",1
"(1004, 1325)",1
"(332, 1019)",1
"(711, 757)",1
"(415, 798)",1
"(830, 944)",1
"(723, 916)",1
"(582, 875)",1
"(302, 566)",1
"(392, 470)",1
"(808, 1350)",1
"(817, 1347)",1
"(482, 961)",1
"(1321, 1384)",1
"(501, 835)",1
"(336, 1247)",1
"(768, 1394)",1
"(484, 700)",1
"(606, 1541)",1
"(958, 1054)",1
"(320, 892)",1
"(1036, 1282)",1
"(522, 611)",1
"(363, 380)",1
"(540, 1192)",1
"(1424, 1593)",1
"(1209, 1215)",1
"(609, 1474)",1
"(458, 1129)",1
"(626, 644)",1
"(729, 1464)",1
"(1074, 1328)",1
"(608, 917)",1
"(495, 1570)",1
"(986, 1583)",1
"(738, 993)",1
"(1228, 1376)",1
"(609, 1345)",1
"(691, 998)",1
"(488, 944)",1
"(769, 1034)",1
"(1072, 1582)",1
"(493, 1114)",1
"(863, 943)",1
"(307, 794)",1
"(1418, 1425)",1
"(1285, 1379)",1
"(397, 610)",1
"(1294, 1411)",1
"(444, 547)",1
"(506, 1329)",1
"(1286, 1301)",1
"(1220, 1460)",1
"(498, 800)",1
"(1156, 1264)",1
"(1490, 1547)",1
"(779, 1349)",1
"(391, 714)",1
"(427, 1316)",1
"(920, 1255)",1
"(843, 1314)",1
"(683, 946)",1
"(583, 1456)",1
"(449, 811)",1
"(1404, 1530)",1
"(350, 628)",1
"(1383, 1444)",1
"(619, 1008)",1
"(302, 520)",1
"(603, 888)",1
"(788, 1155)",1
"(1340, 1457)",1
"(592, 1578)",1
"(1112, 1397)",1
"(505, 1591)",1
"(415, 889)",1
"(488, 519)",1
"(723, 1451)",1
"(630, 1355)",1
"(921, 1562)",1
"(1062, 1433)",1
"(909, 1238)",1
"(1245, 1315)",1
"(738, 1133)",1
"(592, 750)",1
"(701, 1274)",1
"(1123, 1210)",1
"(366, 822)",1
"(977, 1549)",1
"(1104, 1500)",1
"(391, 618)",1
"(1227, 1540)",1
"(488, 1219)",1
"(796, 814)",1
"(551, 1236)",1
"(1229, 1566)",1
"(506, 683)",1
"(1011, 1512)",1
"(732, 773)",1
"(541, 1323)",1
"(724, 1538)",1
"(363, 590)",1
"(843, 1359)",1
"(367, 1115)",1
"(1079, 1196)",1
"(510, 1012)",1
"(1192, 1371)",1
"(1084, 1223)",1
"(924, 1272)",1
"(599, 998)",1
"(950, 1308)",1
"(363, 1365)",1
"(620, 1193)",1
"(1509, 1595)",1
"(322, 827)",1
"(422, 846)",1
"(806, 1188)",1
"(1359, 1582)",1
"(475, 519)",1
"(1181, 1431)",1
"(842, 919)",1
"(436, 1413)",1
"(973, 1516)",1
"(429, 621)",1
"(1202, 1567)",1
"(1073, 1161)",1
"(697, 1036)",1
"(553, 664)",1
"(416, 1018)",1
"(447, 1275)",1
"(837, 999)",1
"(817, 1110)",1
"(449, 611)",1
"(776, 1396)",1
"(485, 1433)",1
"(570, 1434)",1
"(550, 1528)",1
"(309, 1555)",1
"(1254, 1550)",1
"(404, 1465)",1
"(1088, 1263)",1
"(639, 1579)",1
"(873, 1176)",1
"(1382, 1432)",1
"(764, 1594)",1
"(311, 551)",1
"(1201, 1420)",1
"(577, 980)",1
"(319, 1176)",1
"(604, 1018)",1
"(688, 1089)",1
"(440, 727)",1
"(301, 437)",1
"(810, 1560)",1
"(329, 958)",1
"(941, 1011)",1
"(781, 881)",1
"(313, 1549)",1
"(509, 977)",1
"(322, 743)",1
"(718, 783)",1
"(1060, 1395)",1
"(688, 1292)",1
"(318, 935)",1
"(364, 859)",1
"(808, 1194)",1
"(627, 1555)",1
"(751, 1215)",1
"(955, 1144)",1
"(479, 1014)",1
"(544, 942)",1
"(884, 1548)",1
"(449, 1405)",1
"(1250, 1529)",1
"(797, 1014)",1
"(352, 1246)",1
"(744, 1014)",1
"(445, 1490)",1
"(1309, 1441)",1
"(408, 1572)",1
"(405, 1048)",1
"(1070, 1114)",1
"(988, 1226)",1
"(1309, 1517)",1
"(909, 1257)",1
"(303, 1375)",1
"(571, 879)",1
"(549, 1325)",1
"(366, 1187)",1
"(775, 1001)",1
"(1082, 1183)",1
"(772, 1044)",1
"(722, 1533)",1
"(937, 1059)",1
"(641, 1119)",1
"(443, 838)",1
"(745, 1490)",1
"(301, 1296)",1
"(354, 1318)",1
"(1007, 1513)",1
"(484, 1449)",1
"(1005, 1314)",1
"(382, 1094)",1
"(539, 900)",1
"(776, 1370)",1
"(558, 1093)",1
"(358, 1198)",1
"(715, 730)",1
"(756, 1540)",1
"(333, 513)",1
"(353, 402)",1
"(471, 1435)",1
"(335, 562)",1
"(1154, 1187)",1
"(843, 1397)",1
"(310, 1599)",1
"(540, 638)",1
"(838, 990)",1
"(938, 940)",1
"(396, 1065)",1
"(542, 811)",1
"(601, 1197)",1
"(400, 1288)",1
"(1065, 1267)",1
"(503, 1138)",1
"(587, 1131)",1
"(1129, 1165)",1
"(784, 800)",1
"(956, 1029)",1
"(571, 968)",1
"(600, 651)",1
"(491, 1595)",1
"(1543, 1555)",1
"(818, 1402)",1
"(1455, 1547)",1
"(944, 1243)",1
"(1112, 1347)",1
"(731, 1597)",1
"(1355, 1438)",1
"(843, 1550)",1
"(436, 1075)",1
"(781, 1492)",1
"(796, 1225)",1
"(599, 1190)",1
"(820, 1362)",1
"(664, 923)",1
"(362, 786)",1
"(1213, 1583)",1
"(828, 1122)",1
"(793, 1097)",1
"(553, 1539)",1
"(835, 1158)",1
"(1099, 1598)",1
"(669, 1227)",1
"(1263, 1347)",1
"(721, 1398)",1
"(625, 1150)",1
"(1178, 1488)",1
"(616, 1244)",1
"(363, 932)",1
"(584, 1571)",1
"(921, 1106)",1
"(1401, 1497)",1
"(402, 774)",1
"(1071, 1213)",1
"(529, 1416)",1
"(527, 1262)",1
"(778, 1219)",1
"(384, 533)",1
"(402, 680)",1
"(440, 591)",1
"(1081, 1530)",1
"(690, 765)",1
"(958, 1533)",1
"(761, 1031)",1
"(365, 1503)",1
"(1276, 1488)",1
"(436, 1594)",1
"(1246, 1388)",1
"(843, 1274)",1
"(1026, 1113)",1
"(625, 1361)",1
"(408, 530)",1
"(360, 788)",1
"(444, 1493)",1
"(583, 1165)",1
"(303, 1482)",1
"(601, 1076)",1
"(847, 1441)",1
"(1378, 1415)",1
"(750, 1475)",1
"(343, 480)",1
"(325, 468)",1
"(1363, 1583)",1
"(818, 1375)",1
"(583, 1097)",1
"(446, 762)",1
"(630, 967)",1
"(1475, 1510)",1
"(1076, 1404)",1
"(550, 1159)",1
"(908, 958)",1
"(1112, 1260)",1
"(401, 505)",1
"(1163, 1454)",1
"(301, 528)",1
"(359, 1370)",1
"(461, 1330)",1
"(438, 633)",1
"(654, 1237)",1
"(318, 1123)",1
"(608, 1394)",1
"(496, 1128)",1
"(778, 980)",1
"(418, 1569)",1
"(336, 1291)",1
"(941, 1506)",1
"(1050, 1582)",1
"(571, 1470)",1
"(524, 1281)",1
"(659, 720)",1
"(1369, 1563)",1
"(1407, 1423)",1
"(459, 863)",1
"(480, 980)",1
"(595, 1263)",1
"(1322, 1385)",1
"(1554, 1583)",1
"(382, 584)",1
"(1216, 1424)",1
"(309, 1346)",1
"(335, 510)",1
"(1111, 1280)",1
"(1118, 1416)",1
"(645, 1289)",1
"(1491, 1561)",1
"(868, 1170)",1
"(391, 545)",1
"(305, 577)",1
"(346, 885)",1
"(908, 1045)",1
"(525, 1497)",1
"(991, 1419)",1
"(895, 1013)",1
"(677, 1166)",1
"(1041, 1337)",1
"(713, 1289)",1
"(307, 1342)",1
"(1102, 1520)",1
"(351, 500)",1
"(974, 1240)",1
"(1296, 1597)",1
"(1165, 1311)",1
"(843, 1516)",1
"(1164, 1267)",1
"(363, 726)",1
"(508, 1517)",1
"(840, 1104)",1
"(437, 1567)",1
"(987, 1161)",1
"(716, 1170)",1
"(721, 1295)",1
"(501, 1151)",1
"(1523, 1543)",1
"(688, 1037)",1
"(492, 521)",1
"(436, 918)",1
"(388, 1522)",1
"(615, 626)",1
"(1100, 1129)",1
"(1027, 1589)",1
"(889, 1516)",1
"(362, 1378)",1
"(762, 1364)",1
"(440, 1247)",1
"(517, 727)",1
"(796, 1440)",1
"(1051, 1389)",1
"(337, 1567)",1
"(323, 759)",1
"(673, 1515)",1
"(1282, 1438)",1
"(505, 1511)",1
"(424, 1502)",1
"(1474, 1481)",1
"(815, 1340)",1
"(490, 1399)",1
"(865, 997)",1
"(866, 1360)",1
"(587, 1170)",1
"(502, 1546)",1
"(937, 1097)",1
"(350, 981)",1
"(701, 1548)",1
"(499, 740)",1
"(1512, 1555)",1
"(888, 995)",1
"(863, 1226)",1
"(309, 1006)",1
"(612, 1523)",1
"(538, 921)",1
"(358, 1073)",1
"(365, 477)",1
"(632, 885)",1
"(974, 1189)",1
"(1401, 1498)",1
"(728, 1298)",1
"(441, 771)",1
"(1288, 1526)",1
"(316, 447)",1
"(384, 1295)",1
"(1318, 1594)",1
"(343, 805)",1
"(508, 1218)",1
"(530, 1027)",1
"(352, 1015)",1
"(694, 1581)",1
"(368, 1541)",1
"(1089, 1484)",1
"(456, 1341)",1
"(631, 1122)",1
"(458, 1027)",1
"(896, 1422)",1
"(899, 1098)",1
"(558, 982)",1
"(755, 1282)",1
"(1075, 1521)",1
"(738, 816)",1
"(536, 1359)",1
"(1258, 1452)",1
"(522, 1397)",1
"(657, 696)",1
"(704, 1018)",1
"(917, 1196)",1
"(439, 583)",1
"(1216, 1324)",1
"(566, 805)",1
"(729, 1529)",1
"(792, 798)",1
"(361, 1369)",1
"(751, 1143)",1
"(1185, 1587)",1
"(683, 883)",1
"(320, 1198)",1
"(733, 1387)",1
"(342, 439)",1
"(467, 662)",1
"(916, 1176)",1
"(959, 1180)",1
"(808, 1008)",1
"(744, 1253)",1
"(409, 684)",1
"(539, 1280)",1
"(488, 823)",1
"(848, 892)",1
"(327, 1144)",1
"(445, 1574)",1
"(673, 1555)",1
"(1112, 1142)",1
"(1186, 1295)",1
"(731, 1024)",1
"(425, 597)",1
"(656, 1140)",1
"(1168, 1479)",1
"(430, 810)",1
"(1314, 1565)",1
"(810, 1491)",1
"(838, 1524)",1
"(923, 1563)",1
"(722, 1170)",1
"(379, 1262)",1
"(423, 1578)",1
"(379, 555)",1
"(771, 1412)",1
"(325, 1546)",1
"(1357, 1590)",1
"(876, 1037)",1
"(973, 1076)",1
"(963, 1352)",1
"(1092, 1562)",1
"(840, 1365)",1
"(372, 1410)",1
"(718, 1087)",1
"(605, 817)",1
"(985, 1380)",1
"(504, 622)",1
"(1396, 1524)",1
"(539, 1415)",1
"(617, 1261)",1
"(372, 1414)",1
"(1425, 1597)",1
"(305, 902)",1
"(615, 1300)",1
"(555, 1191)",1
"(943, 963)",1
"(1183, 1558)",1
"(709, 1279)",1
"(1334, 1560)",1
"(1295, 1463)",1
"(302, 635)",1
"(492, 610)",1
"(693, 1034)",1
"(865, 1505)",1
"(1064, 1344)",1
"(564, 888)",1
"(471, 840)",1
"(1526, 1593)",1
"(679, 1136)",1
"(325, 1307)",1
"(594, 1516)",1
"(1475, 1526)",1
"(882, 1138)",1
"(1246, 1284)",1
"(520, 840)",1
"(669, 1187)",1
"(335, 1260)",1
"(940, 1256)",1
"(377, 560)",1
"(393, 1572)",1
"(568, 1340)",1
"(543, 1494)",1
"(382, 809)",1
"(1206, 1429)",1
"(866, 904)",1
"(354, 1489)",1
"(871, 1066)",1
"(843, 966)",1
"(662, 1068)",1
"(1196, 1343)",1
"(888, 1534)",1
"(457, 1434)",1
"(463, 861)",1
"(979, 1388)",1
"(1240, 1588)",1
"(411, 592)",1
"(902, 1074)",1
"(354, 692)",1
"(1193, 1265)",1
"(823, 929)",1
"(493, 1524)",1
"(1145, 1533)",1
"(482, 711)",1
"(711, 1539)",1
"(362, 1217)",1
"(335, 1373)",1
"(599, 639)",1
"(401, 1564)",1
"(845, 1584)",1
"(1582, 1597)",1
"(1236, 1303)",1
"(1184, 1214)",1
"(346, 1090)",1
"(1296, 1584)",1
"(1444, 1494)",1
"(740, 871)",1
"(535, 1554)",1
"(433, 1431)",1
"(1154, 1301)",1
"(447, 912)",1
"(1149, 1496)",1
"(1263, 1513)",1
"(509, 1185)",1
"(603, 1451)",1
"(864, 901)",1
"(765, 937)",1
"(600, 1235)",1
"(512, 1154)",1
"(672, 1097)",1
"(1246, 1405)",1
"(392, 1401)",1
"(633, 791)",1
"(317, 321)",1
"(998, 1389)",1
"(694, 940)",1
"(933, 1047)",1
"(738, 843)",1
"(309, 1069)",1
"(364, 584)",1
"(974, 1101)",1
"(899, 1249)",1
"(535, 1331)",1
"(468, 896)",1
"(652, 805)",1
"(937, 1175)",1
"(921, 1412)",1
"(591, 896)",1
"(711, 908)",1
"(852, 1026)",1
"(1223, 1386)",1
"(457, 1066)",1
"(768, 1045)",1
"(420, 726)",1
"(899, 1110)",1
"(562, 1429)",1
"(809, 1029)",1
"(1283, 1398)",1
"(402, 461)",1
"(630, 722)",1
"(879, 1544)",1
"(742, 908)",1
"(780, 1030)",1
"(636, 906)",1
"(1267, 1508)",1
"(642, 731)",1
"(747, 1558)",1
"(325, 547)",1
"(843, 1170)",1
"(936, 1221)",1
"(1354, 1542)",1
"(465, 1021)",1
"(1106, 1313)",1
"(433, 673)",1
"(472, 632)",1
"(1255, 1458)",1
"(304, 623)",1
"(797, 1009)",1
"(826, 1359)",1
"(550, 1369)",1
"(500, 644)",1
"(412, 889)",1
"(401, 966)",1
"(716, 971)",1
"(354, 732)",1
"(1234, 1519)",1
"(443, 598)",1
"(381, 1349)",1
"(856, 898)",1
"(738, 865)",1
"(740, 1431)",1
"(647, 750)",1
"(518, 735)",1
"(631, 668)",1
"(879, 1519)",1
"(832, 1012)",1
"(388, 1591)",1
"(1442, 1484)",1
"(934, 990)",1
"(1029, 1236)",1
"(831, 1281)",1
"(614, 1386)",1
"(646, 988)",1
"(457, 834)",1
"(1332, 1589)",1
"(640, 1000)",1
"(863, 1561)",1
"(476, 544)",1
"(818, 883)",1
"(998, 1473)",1
"(917, 1269)",1
"(418, 832)",1
"(484, 1105)",1
"(907, 1512)",1
"(942, 1101)",1
"(921, 1076)",1
"(738, 1320)",1
"(728, 1162)",1
"(655, 1025)",1
"(949, 1021)",1
"(553, 728)",1
"(851, 1425)",1
"(1006, 1301)",1
"(320, 416)",1
"(817, 1081)",1
"(571, 674)",1
"(1093, 1517)",1
"(699, 1256)",1
"(406, 1115)",1
"(975, 1092)",1
"(858, 1339)",1
"(1293, 1316)",1
"(763, 1113)",1
"(320, 1382)",1
"(550, 1093)",1
"(802, 1100)",1
"(361, 528)",1
"(819, 1496)",1
"(870, 933)",1
"(741, 857)",1
"(869, 1552)",1
"(818, 1301)",1
"(494, 1184)",1
"(1106, 1454)",1
"(561, 578)",1
"(394, 1243)",1
"(455, 1275)",1
"(1069, 1129)",1
"(655, 868)",1
"(883, 1207)",1
"(898, 1112)",1
"(479, 950)",1
"(874, 1151)",1
"(394, 507)",1
"(920, 1473)",1
"(736, 1375)",1
"(906, 1020)",1
"(1049, 1073)",1
"(393, 1247)",1
"(958, 1520)",1
"(402, 1487)",1
"(588, 777)",1
"(386, 945)",1
"(594, 751)",1
"(868, 1134)",1
"(313, 326)",1
"(760, 1344)",1
"(448, 1112)",1
"(1038, 1083)",1
"(530, 659)",1
"(527, 664)",1
"(890, 1011)",1
"(1006, 1159)",1
"(628, 836)",1
"(571, 1104)",1
"(720, 1008)",1
"(595, 1415)",1
"(971, 1540)",1
"(366, 896)",1
"(942, 950)",1
"(1038, 1234)",1
"(320, 469)",1
"(968, 1096)",1
"(547, 647)",1
"(328, 1254)",1
"(1174, 1353)",1
"(458, 696)",1
"(944, 1353)",1
"(338, 955)",1
"(1026, 1291)",1
"(491, 1425)",1
"(834, 1025)",1
"(1130, 1356)",1
"(1028, 1216)",1
"(482, 1335)",1
"(398, 618)",1
"(478, 786)",1
"(1421, 1566)",1
"(922, 1343)",1
"(455, 1402)",1
"(523, 1509)",1
"(1253, 1254)",1
"(1013, 1508)",1
"(395, 1308)",1
"(965, 1573)",1
"(305, 1571)",1
"(436, 1365)",1
"(581, 1146)",1
"(355, 459)",1
"(519, 1505)",1
"(1172, 1588)",1
"(746, 1387)",1
"(623, 1499)",1
"(377, 491)",1
"(750, 837)",1
"(715, 966)",1
"(574, 1096)",1
"(1380, 1518)",1
"(1047, 1523)",1
"(388, 1341)",1
"(997, 1002)",1
"(1202, 1526)",1
"(523, 839)",1
"(399, 1079)",1
"(1484, 1598)",1
"(615, 1129)",1
"(387, 1031)",1
"(921, 1482)",1
"(1032, 1364)",0
"(472, 1303)",0
"(771, 1399)",0
"(443, 716)",0
"(583, 1371)",0
"(774, 1047)",0
"(994, 1186)",0
"(342, 918)",0
"(1098, 1396)",0
"(952, 1194)",0
"(1170, 1536)",0
"(641, 1005)",0
"(351, 1276)",0
"(659, 1227)",0
"(689, 1149)",0
"(899, 1233)",0
"(651, 1517)",0
"(721, 770)",0
"(714, 1195)",0
"(393, 1568)",0
"(1070, 1209)",0
"(473, 959)",0
"(1060, 1388)",0
"(664, 665)",0
"(831, 1431)",0
"(323, 1377)",0
"(646, 662)",0
"(886, 1580)",0
"(971, 1146)",0
"(320, 1327)",0
"(330, 1166)",0
"(461, 739)",0
"(469, 531)",0
"(939, 1301)",0
"(639, 740)",0
"(624, 1245)",0
"(946, 986)",0
"(821, 995)",0
"(1395, 1532)",0
"(655, 1100)",0
"(1012, 1384)",0
"(861, 1325)",0
"(843, 961)",0
"(463, 1050)",0
"(651, 1199)",0
"(372, 1262)",0
"(1288, 1503)",0
"(988, 1447)",0
"(643, 1523)",0
"(538, 1197)",0
"(762, 1576)",0
"(460, 609)",0
"(614, 1263)",0
"(468, 637)",0
"(882, 1009)",0
"(1002, 1224)",0
"(1038, 1159)",0
"(660, 715)",0
"(1078, 1514)",0
"(391, 480)",0
"(689, 1382)",0
"(710, 1079)",0
"(1281, 1559)",0
"(844, 1282)",0
"(748, 1157)",0
"(563, 603)",0
"(336, 929)",0
"(1115, 1166)",0
"(936, 1142)",0
"(607, 1509)",0
"(548, 1231)",0
"(583, 1459)",0
"(608, 1381)",0
"(593, 1538)",0
"(796, 1021)",0
"(429, 1478)",0
"(439, 1583)",0
"(565, 934)",0
"(1236, 1359)",0
"(388, 798)",0
"(661, 1153)",0
"(1214, 1341)",0
"(393, 1216)",0
"(740, 1355)",0
"(306, 595)",0
"(904, 1571)",0
"(448, 1266)",0
"(970, 1590)",0
"(1208, 1591)",0
"(1297, 1324)",0
"(916, 1231)",0
"(440, 897)",0
"(571, 1298)",0
"(734, 1028)",0
"(532, 1235)",0
"(1029, 1079)",0
"(491, 852)",0
"(951, 1481)",0
"(869, 1255)",0
"(570, 573)",0
"(461, 1066)",0
"(721, 1455)",0
"(794, 1262)",0
"(679, 1141)",0
"(302, 521)",0
"(718, 815)",0
"(961, 1428)",0
"(425, 1159)",0
"(894, 1006)",0
"(738, 1468)",0
"(566, 1071)",0
"(1035, 1297)",0
"(1437, 1578)",0
"(628, 840)",0
"(551, 783)",0
"(639, 1215)",0
"(1143, 1442)",0
"(1261, 1421)",0
"(573, 1409)",0
"(611, 1400)",0
"(609, 1546)",0
"(690, 1338)",0
"(760, 929)",0
